task,layer,param,fold,r2,n_train_eps,n_test_eps
strike,0,object_0_mass,0,-6.26977014541626,160,40
strike,0,object_0_mass,1,-3.6395301818847656,160,40
strike,0,object_0_mass,2,-2.3856704235076904,160,40
strike,0,object_0_mass,3,-2.7210235595703125,160,40
strike,0,object_0_mass,4,-10.490520477294922,160,40
strike,0,object_0_static_friction,0,-10.884960174560547,160,40
strike,0,object_0_static_friction,1,-3.995969295501709,160,40
strike,0,object_0_static_friction,2,-1.1939115524291992,160,40
strike,0,object_0_static_friction,3,-7.407538414001465,160,40
strike,0,object_0_static_friction,4,-4.759115219116211,160,40
strike,0,object_0_dynamic_friction,0,-6.603455066680908,160,40
strike,0,object_0_dynamic_friction,1,-3.4004712104797363,160,40
strike,0,object_0_dynamic_friction,2,-3.0829062461853027,160,40
strike,0,object_0_dynamic_friction,3,-5.034059047698975,160,40
strike,0,object_0_dynamic_friction,4,-3.337709426879883,160,40
strike,0,surface_static_friction,0,-21.74832534790039,160,40
strike,0,surface_static_friction,1,-5.907442569732666,160,40
strike,0,surface_static_friction,2,-3.235157012939453,160,40
strike,0,surface_static_friction,3,-5.910412311553955,160,40
strike,0,surface_static_friction,4,-18.78133773803711,160,40
strike,0,surface_dynamic_friction,0,-12.226343154907227,160,40
strike,0,surface_dynamic_friction,1,-5.09315824508667,160,40
strike,0,surface_dynamic_friction,2,-1.819403886795044,160,40
strike,0,surface_dynamic_friction,3,-4.1412739753723145,160,40
strike,0,surface_dynamic_friction,4,-4.575378894805908,160,40
strike,0,object_0_restitution,0,-6.9683122634887695,160,40
strike,0,object_0_restitution,1,-3.028144359588623,160,40
strike,0,object_0_restitution,2,-4.59196138381958,160,40
strike,0,object_0_restitution,3,-16.52984619140625,160,40
strike,0,object_0_restitution,4,-16.749256134033203,160,40
strike,1,object_0_mass,0,-3.303149700164795,160,40
strike,1,object_0_mass,1,-2.948779821395874,160,40
strike,1,object_0_mass,2,-2.517732620239258,160,40
strike,1,object_0_mass,3,-2.675551652908325,160,40
strike,1,object_0_mass,4,-6.755395412445068,160,40
strike,1,object_0_static_friction,0,-2.7569799423217773,160,40
strike,1,object_0_static_friction,1,-2.309879779815674,160,40
strike,1,object_0_static_friction,2,-2.4018852710723877,160,40
strike,1,object_0_static_friction,3,-2.651010751724243,160,40
strike,1,object_0_static_friction,4,-3.61838960647583,160,40
strike,1,object_0_dynamic_friction,0,-3.377678394317627,160,40
strike,1,object_0_dynamic_friction,1,-2.990070104598999,160,40
strike,1,object_0_dynamic_friction,2,-3.3652706146240234,160,40
strike,1,object_0_dynamic_friction,3,-2.473759412765503,160,40
strike,1,object_0_dynamic_friction,4,-1.4194250106811523,160,40
strike,1,surface_static_friction,0,-7.663333892822266,160,40
strike,1,surface_static_friction,1,-3.791015625,160,40
strike,1,surface_static_friction,2,-3.6347365379333496,160,40
strike,1,surface_static_friction,3,-2.916849136352539,160,40
strike,1,surface_static_friction,4,-3.572014808654785,160,40
strike,1,surface_dynamic_friction,0,-4.69711446762085,160,40
strike,1,surface_dynamic_friction,1,-2.3169891834259033,160,40
strike,1,surface_dynamic_friction,2,-0.9140468835830688,160,40
strike,1,surface_dynamic_friction,3,-1.9986062049865723,160,40
strike,1,surface_dynamic_friction,4,-11.075032234191895,160,40
strike,1,object_0_restitution,0,-4.904595375061035,160,40
strike,1,object_0_restitution,1,-3.0067009925842285,160,40
strike,1,object_0_restitution,2,-3.8667283058166504,160,40
strike,1,object_0_restitution,3,-11.345401763916016,160,40
strike,1,object_0_restitution,4,-5.81929349899292,160,40
strike,2,object_0_mass,0,-1.361189603805542,160,40
strike,2,object_0_mass,1,-2.2060706615448,160,40
strike,2,object_0_mass,2,-2.089256763458252,160,40
strike,2,object_0_mass,3,-4.988820552825928,160,40
strike,2,object_0_mass,4,-1.5893678665161133,160,40
strike,2,object_0_static_friction,0,-0.8121836185455322,160,40
strike,2,object_0_static_friction,1,-1.462803840637207,160,40
strike,2,object_0_static_friction,2,-1.4251973628997803,160,40
strike,2,object_0_static_friction,3,-0.7832862138748169,160,40
strike,2,object_0_static_friction,4,-1.6403796672821045,160,40
strike,2,object_0_dynamic_friction,0,-1.5861692428588867,160,40
strike,2,object_0_dynamic_friction,1,-1.565885066986084,160,40
strike,2,object_0_dynamic_friction,2,-1.3894870281219482,160,40
strike,2,object_0_dynamic_friction,3,-0.71856689453125,160,40
strike,2,object_0_dynamic_friction,4,-0.35928595066070557,160,40
strike,2,surface_static_friction,0,-3.7860636711120605,160,40
strike,2,surface_static_friction,1,-3.461296558380127,160,40
strike,2,surface_static_friction,2,-2.9962961673736572,160,40
strike,2,surface_static_friction,3,-1.8886773586273193,160,40
strike,2,surface_static_friction,4,-3.1211142539978027,160,40
strike,2,surface_dynamic_friction,0,-1.7810513973236084,160,40
strike,2,surface_dynamic_friction,1,-2.311107873916626,160,40
strike,2,surface_dynamic_friction,2,-1.4128596782684326,160,40
strike,2,surface_dynamic_friction,3,-2.9589099884033203,160,40
strike,2,surface_dynamic_friction,4,-4.795559406280518,160,40
strike,2,object_0_restitution,0,-3.283841609954834,160,40
strike,2,object_0_restitution,1,-2.5608561038970947,160,40
strike,2,object_0_restitution,2,-1.4773070812225342,160,40
strike,2,object_0_restitution,3,-4.826745510101318,160,40
strike,2,object_0_restitution,4,-3.835171699523926,160,40
strike,3,object_0_mass,0,-1.6285109519958496,160,40
strike,3,object_0_mass,1,-1.9159092903137207,160,40
strike,3,object_0_mass,2,-2.025209426879883,160,40
strike,3,object_0_mass,3,-1.897620677947998,160,40
strike,3,object_0_mass,4,-2.9699759483337402,160,40
strike,3,object_0_static_friction,0,-0.31416618824005127,160,40
strike,3,object_0_static_friction,1,-1.0698318481445312,160,40
strike,3,object_0_static_friction,2,-1.0651874542236328,160,40
strike,3,object_0_static_friction,3,-0.19291627407073975,160,40
strike,3,object_0_static_friction,4,-0.7409896850585938,160,40
strike,3,object_0_dynamic_friction,0,-1.0859389305114746,160,40
strike,3,object_0_dynamic_friction,1,-1.316765308380127,160,40
strike,3,object_0_dynamic_friction,2,-1.6841773986816406,160,40
strike,3,object_0_dynamic_friction,3,-0.43447136878967285,160,40
strike,3,object_0_dynamic_friction,4,-0.6073267459869385,160,40
strike,3,surface_static_friction,0,-1.8903532028198242,160,40
strike,3,surface_static_friction,1,-2.0307023525238037,160,40
strike,3,surface_static_friction,2,-2.3835184574127197,160,40
strike,3,surface_static_friction,3,-2.3462307453155518,160,40
strike,3,surface_static_friction,4,-4.346108913421631,160,40
strike,3,surface_dynamic_friction,0,-1.2852637767791748,160,40
strike,3,surface_dynamic_friction,1,-1.6981799602508545,160,40
strike,3,surface_dynamic_friction,2,-1.1472151279449463,160,40
strike,3,surface_dynamic_friction,3,-1.4075756072998047,160,40
strike,3,surface_dynamic_friction,4,-3.366607189178467,160,40
strike,3,object_0_restitution,0,-2.344390392303467,160,40
strike,3,object_0_restitution,1,-1.1513025760650635,160,40
strike,3,object_0_restitution,2,-2.115464210510254,160,40
strike,3,object_0_restitution,3,-4.812734603881836,160,40
strike,3,object_0_restitution,4,-2.333329439163208,160,40
strike,4,object_0_mass,0,-1.5546376705169678,160,40
strike,4,object_0_mass,1,-3.1146202087402344,160,40
strike,4,object_0_mass,2,-1.2730977535247803,160,40
strike,4,object_0_mass,3,-2.6526589393615723,160,40
strike,4,object_0_mass,4,-3.5542330741882324,160,40
strike,4,object_0_static_friction,0,-0.7525867223739624,160,40
strike,4,object_0_static_friction,1,-0.6171975135803223,160,40
strike,4,object_0_static_friction,2,-1.7661304473876953,160,40
strike,4,object_0_static_friction,3,-0.3050335645675659,160,40
strike,4,object_0_static_friction,4,-0.5423117876052856,160,40
strike,4,object_0_dynamic_friction,0,-0.8213516473770142,160,40
strike,4,object_0_dynamic_friction,1,-0.4981813430786133,160,40
strike,4,object_0_dynamic_friction,2,-1.5345144271850586,160,40
strike,4,object_0_dynamic_friction,3,-0.17255628108978271,160,40
strike,4,object_0_dynamic_friction,4,-0.6961808204650879,160,40
strike,4,surface_static_friction,0,-1.6306943893432617,160,40
strike,4,surface_static_friction,1,-1.5320184230804443,160,40
strike,4,surface_static_friction,2,-3.274998188018799,160,40
strike,4,surface_static_friction,3,-1.1407666206359863,160,40
strike,4,surface_static_friction,4,-3.5548367500305176,160,40
strike,4,surface_dynamic_friction,0,-0.5564965009689331,160,40
strike,4,surface_dynamic_friction,1,-1.1138637065887451,160,40
strike,4,surface_dynamic_friction,2,-1.7169756889343262,160,40
strike,4,surface_dynamic_friction,3,-0.5803062915802002,160,40
strike,4,surface_dynamic_friction,4,-2.303354263305664,160,40
strike,4,object_0_restitution,0,-1.5053966045379639,160,40
strike,4,object_0_restitution,1,-1.6930971145629883,160,40
strike,4,object_0_restitution,2,-1.6401233673095703,160,40
strike,4,object_0_restitution,3,-3.336299419403076,160,40
strike,4,object_0_restitution,4,-3.0964126586914062,160,40
strike,5,object_0_mass,0,-1.7355220317840576,160,40
strike,5,object_0_mass,1,-3.483882427215576,160,40
strike,5,object_0_mass,2,-1.7440838813781738,160,40
strike,5,object_0_mass,3,-1.4137260913848877,160,40
strike,5,object_0_mass,4,-1.9604988098144531,160,40
strike,5,object_0_static_friction,0,-0.228041410446167,160,40
strike,5,object_0_static_friction,1,-0.1549375057220459,160,40
strike,5,object_0_static_friction,2,-1.5063982009887695,160,40
strike,5,object_0_static_friction,3,-0.06419312953948975,160,40
strike,5,object_0_static_friction,4,-0.0868607759475708,160,40
strike,5,object_0_dynamic_friction,0,-0.7644789218902588,160,40
strike,5,object_0_dynamic_friction,1,-0.5034036636352539,160,40
strike,5,object_0_dynamic_friction,2,-1.4415969848632812,160,40
strike,5,object_0_dynamic_friction,3,-0.1010732650756836,160,40
strike,5,object_0_dynamic_friction,4,-0.42496156692504883,160,40
strike,5,surface_static_friction,0,-1.0693447589874268,160,40
strike,5,surface_static_friction,1,-1.4903912544250488,160,40
strike,5,surface_static_friction,2,-3.171994686126709,160,40
strike,5,surface_static_friction,3,-1.3620643615722656,160,40
strike,5,surface_static_friction,4,-1.3419315814971924,160,40
strike,5,surface_dynamic_friction,0,-1.349992036819458,160,40
strike,5,surface_dynamic_friction,1,-1.3113903999328613,160,40
strike,5,surface_dynamic_friction,2,-0.9939706325531006,160,40
strike,5,surface_dynamic_friction,3,-0.8302974700927734,160,40
strike,5,surface_dynamic_friction,4,-3.8445887565612793,160,40
strike,5,object_0_restitution,0,-0.99989914894104,160,40
strike,5,object_0_restitution,1,-0.7896159887313843,160,40
strike,5,object_0_restitution,2,-2.7073891162872314,160,40
strike,5,object_0_restitution,3,-2.7171669006347656,160,40
strike,5,object_0_restitution,4,-2.319091796875,160,40
strike,6,object_0_mass,0,-0.7489123344421387,160,40
strike,6,object_0_mass,1,-2.2563252449035645,160,40
strike,6,object_0_mass,2,-1.0368807315826416,160,40
strike,6,object_0_mass,3,-1.3542869091033936,160,40
strike,6,object_0_mass,4,-1.2830431461334229,160,40
strike,6,object_0_static_friction,0,0.08002150058746338,160,40
strike,6,object_0_static_friction,1,-0.20716595649719238,160,40
strike,6,object_0_static_friction,2,-1.5190527439117432,160,40
strike,6,object_0_static_friction,3,-0.029226064682006836,160,40
strike,6,object_0_static_friction,4,-0.0006624460220336914,160,40
strike,6,object_0_dynamic_friction,0,-0.3722323179244995,160,40
strike,6,object_0_dynamic_friction,1,-0.9500383138656616,160,40
strike,6,object_0_dynamic_friction,2,-2.555471897125244,160,40
strike,6,object_0_dynamic_friction,3,-0.16432714462280273,160,40
strike,6,object_0_dynamic_friction,4,-0.2337198257446289,160,40
strike,6,surface_static_friction,0,-0.8550769090652466,160,40
strike,6,surface_static_friction,1,-1.379587173461914,160,40
strike,6,surface_static_friction,2,-1.7625012397766113,160,40
strike,6,surface_static_friction,3,-0.912619948387146,160,40
strike,6,surface_static_friction,4,-1.8526496887207031,160,40
strike,6,surface_dynamic_friction,0,-0.24585306644439697,160,40
strike,6,surface_dynamic_friction,1,-0.33627235889434814,160,40
strike,6,surface_dynamic_friction,2,-0.5119078159332275,160,40
strike,6,surface_dynamic_friction,3,-0.5534731149673462,160,40
strike,6,surface_dynamic_friction,4,-4.382329940795898,160,40
strike,6,object_0_restitution,0,-1.1624653339385986,160,40
strike,6,object_0_restitution,1,-0.9618773460388184,160,40
strike,6,object_0_restitution,2,-0.8998771905899048,160,40
strike,6,object_0_restitution,3,-2.3610029220581055,160,40
strike,6,object_0_restitution,4,-1.6238322257995605,160,40
strike,7,object_0_mass,0,-1.4845516681671143,160,40
strike,7,object_0_mass,1,-3.218503952026367,160,40
strike,7,object_0_mass,2,-2.260512113571167,160,40
strike,7,object_0_mass,3,-1.068408489227295,160,40
strike,7,object_0_mass,4,-1.776357650756836,160,40
strike,7,object_0_static_friction,0,-0.303633451461792,160,40
strike,7,object_0_static_friction,1,-0.46228134632110596,160,40
strike,7,object_0_static_friction,2,-0.8658778667449951,160,40
strike,7,object_0_static_friction,3,-0.02690887451171875,160,40
strike,7,object_0_static_friction,4,-0.10864078998565674,160,40
strike,7,object_0_dynamic_friction,0,-0.4075711965560913,160,40
strike,7,object_0_dynamic_friction,1,-1.1522812843322754,160,40
strike,7,object_0_dynamic_friction,2,-2.582915782928467,160,40
strike,7,object_0_dynamic_friction,3,-0.31179046630859375,160,40
strike,7,object_0_dynamic_friction,4,-0.6577534675598145,160,40
strike,7,surface_static_friction,0,-2.3665308952331543,160,40
strike,7,surface_static_friction,1,-1.5153429508209229,160,40
strike,7,surface_static_friction,2,-2.768233299255371,160,40
strike,7,surface_static_friction,3,-1.5120062828063965,160,40
strike,7,surface_static_friction,4,-1.1156492233276367,160,40
strike,7,surface_dynamic_friction,0,-0.9980157613754272,160,40
strike,7,surface_dynamic_friction,1,-1.2917556762695312,160,40
strike,7,surface_dynamic_friction,2,-0.4893745183944702,160,40
strike,7,surface_dynamic_friction,3,-1.0712268352508545,160,40
strike,7,surface_dynamic_friction,4,-2.0864219665527344,160,40
strike,7,object_0_restitution,0,-0.2607220411300659,160,40
strike,7,object_0_restitution,1,-0.30270540714263916,160,40
strike,7,object_0_restitution,2,-0.3143138885498047,160,40
strike,7,object_0_restitution,3,-1.675858736038208,160,40
strike,7,object_0_restitution,4,-0.9546997547149658,160,40
strike,8,object_0_mass,0,-1.4346466064453125,160,40
strike,8,object_0_mass,1,-4.124931812286377,160,40
strike,8,object_0_mass,2,-1.1527488231658936,160,40
strike,8,object_0_mass,3,-1.5095717906951904,160,40
strike,8,object_0_mass,4,-2.3267579078674316,160,40
strike,8,object_0_static_friction,0,0.02853095531463623,160,40
strike,8,object_0_static_friction,1,-0.766834020614624,160,40
strike,8,object_0_static_friction,2,-0.9089862108230591,160,40
strike,8,object_0_static_friction,3,0.10816949605941772,160,40
strike,8,object_0_static_friction,4,-0.030248045921325684,160,40
strike,8,object_0_dynamic_friction,0,-0.28646302223205566,160,40
strike,8,object_0_dynamic_friction,1,-0.7755866050720215,160,40
strike,8,object_0_dynamic_friction,2,-1.544463872909546,160,40
strike,8,object_0_dynamic_friction,3,-0.25793778896331787,160,40
strike,8,object_0_dynamic_friction,4,-0.2185918092727661,160,40
strike,8,surface_static_friction,0,-2.1432509422302246,160,40
strike,8,surface_static_friction,1,-1.9038596153259277,160,40
strike,8,surface_static_friction,2,-2.052414655685425,160,40
strike,8,surface_static_friction,3,-1.29390287399292,160,40
strike,8,surface_static_friction,4,-0.6461341381072998,160,40
strike,8,surface_dynamic_friction,0,-1.4235458374023438,160,40
strike,8,surface_dynamic_friction,1,-2.229698419570923,160,40
strike,8,surface_dynamic_friction,2,-0.7728514671325684,160,40
strike,8,surface_dynamic_friction,3,-1.5171384811401367,160,40
strike,8,surface_dynamic_friction,4,-3.3854641914367676,160,40
strike,8,object_0_restitution,0,-0.8592517375946045,160,40
strike,8,object_0_restitution,1,-0.9538365602493286,160,40
strike,8,object_0_restitution,2,-1.0462391376495361,160,40
strike,8,object_0_restitution,3,-1.9578256607055664,160,40
strike,8,object_0_restitution,4,-1.275285005569458,160,40
strike,9,object_0_mass,0,-1.564448595046997,160,40
strike,9,object_0_mass,1,-1.61698317527771,160,40
strike,9,object_0_mass,2,-1.621347427368164,160,40
strike,9,object_0_mass,3,-1.149749755859375,160,40
strike,9,object_0_mass,4,-1.4909179210662842,160,40
strike,9,object_0_static_friction,0,-0.498454213142395,160,40
strike,9,object_0_static_friction,1,-0.281308650970459,160,40
strike,9,object_0_static_friction,2,-1.073894739151001,160,40
strike,9,object_0_static_friction,3,-0.08555316925048828,160,40
strike,9,object_0_static_friction,4,0.10020679235458374,160,40
strike,9,object_0_dynamic_friction,0,-0.1883542537689209,160,40
strike,9,object_0_dynamic_friction,1,-0.08544719219207764,160,40
strike,9,object_0_dynamic_friction,2,-0.9052410125732422,160,40
strike,9,object_0_dynamic_friction,3,-0.42637109756469727,160,40
strike,9,object_0_dynamic_friction,4,0.2970091700553894,160,40
strike,9,surface_static_friction,0,-3.382018566131592,160,40
strike,9,surface_static_friction,1,-1.353353500366211,160,40
strike,9,surface_static_friction,2,-2.2083740234375,160,40
strike,9,surface_static_friction,3,-2.3972389698028564,160,40
strike,9,surface_static_friction,4,-1.000237226486206,160,40
strike,9,surface_dynamic_friction,0,-1.6356379985809326,160,40
strike,9,surface_dynamic_friction,1,-1.2856123447418213,160,40
strike,9,surface_dynamic_friction,2,-0.5186642408370972,160,40
strike,9,surface_dynamic_friction,3,-2.434830665588379,160,40
strike,9,surface_dynamic_friction,4,-1.715851068496704,160,40
strike,9,object_0_restitution,0,-1.2337889671325684,160,40
strike,9,object_0_restitution,1,-0.7574729919433594,160,40
strike,9,object_0_restitution,2,-0.6316893100738525,160,40
strike,9,object_0_restitution,3,-1.4610280990600586,160,40
strike,9,object_0_restitution,4,-1.6617767810821533,160,40
strike,10,object_0_mass,0,-1.6056013107299805,160,40
strike,10,object_0_mass,1,-2.252519369125366,160,40
strike,10,object_0_mass,2,-1.3778293132781982,160,40
strike,10,object_0_mass,3,-1.0600073337554932,160,40
strike,10,object_0_mass,4,-1.6894333362579346,160,40
strike,10,object_0_static_friction,0,-0.8459603786468506,160,40
strike,10,object_0_static_friction,1,-0.2650797367095947,160,40
strike,10,object_0_static_friction,2,-1.1843314170837402,160,40
strike,10,object_0_static_friction,3,-0.30954432487487793,160,40
strike,10,object_0_static_friction,4,0.09778457880020142,160,40
strike,10,object_0_dynamic_friction,0,-0.2450951337814331,160,40
strike,10,object_0_dynamic_friction,1,-0.1968228816986084,160,40
strike,10,object_0_dynamic_friction,2,-1.515044927597046,160,40
strike,10,object_0_dynamic_friction,3,-0.8119385242462158,160,40
strike,10,object_0_dynamic_friction,4,-4.184246063232422e-05,160,40
strike,10,surface_static_friction,0,-3.342824935913086,160,40
strike,10,surface_static_friction,1,-1.853626012802124,160,40
strike,10,surface_static_friction,2,-2.873239278793335,160,40
strike,10,surface_static_friction,3,-2.351825714111328,160,40
strike,10,surface_static_friction,4,-1.8502719402313232,160,40
strike,10,surface_dynamic_friction,0,-1.116370439529419,160,40
strike,10,surface_dynamic_friction,1,-1.482393741607666,160,40
strike,10,surface_dynamic_friction,2,-1.0472886562347412,160,40
strike,10,surface_dynamic_friction,3,-2.252993583679199,160,40
strike,10,surface_dynamic_friction,4,-1.5246334075927734,160,40
strike,10,object_0_restitution,0,-0.7128760814666748,160,40
strike,10,object_0_restitution,1,-0.4197608232498169,160,40
strike,10,object_0_restitution,2,-0.45665037631988525,160,40
strike,10,object_0_restitution,3,-1.4854726791381836,160,40
strike,10,object_0_restitution,4,-1.8115994930267334,160,40
strike,11,object_0_mass,0,-0.8378937244415283,160,40
strike,11,object_0_mass,1,-1.691638708114624,160,40
strike,11,object_0_mass,2,-1.1555724143981934,160,40
strike,11,object_0_mass,3,-1.0528268814086914,160,40
strike,11,object_0_mass,4,-0.7008001804351807,160,40
strike,11,object_0_static_friction,0,-0.4651470184326172,160,40
strike,11,object_0_static_friction,1,-0.1466963291168213,160,40
strike,11,object_0_static_friction,2,-1.156019687652588,160,40
strike,11,object_0_static_friction,3,-0.2979879379272461,160,40
strike,11,object_0_static_friction,4,0.220525860786438,160,40
strike,11,object_0_dynamic_friction,0,-0.20656728744506836,160,40
strike,11,object_0_dynamic_friction,1,-0.0449833869934082,160,40
strike,11,object_0_dynamic_friction,2,-0.9436343908309937,160,40
strike,11,object_0_dynamic_friction,3,-0.3802492618560791,160,40
strike,11,object_0_dynamic_friction,4,0.24511826038360596,160,40
strike,11,surface_static_friction,0,-2.490297794342041,160,40
strike,11,surface_static_friction,1,-1.5139715671539307,160,40
strike,11,surface_static_friction,2,-2.1745848655700684,160,40
strike,11,surface_static_friction,3,-1.4461572170257568,160,40
strike,11,surface_static_friction,4,-1.10408353805542,160,40
strike,11,surface_dynamic_friction,0,-0.8986978530883789,160,40
strike,11,surface_dynamic_friction,1,-1.6385226249694824,160,40
strike,11,surface_dynamic_friction,2,-1.2659320831298828,160,40
strike,11,surface_dynamic_friction,3,-1.4954922199249268,160,40
strike,11,surface_dynamic_friction,4,-1.1903774738311768,160,40
strike,11,object_0_restitution,0,-0.7969142198562622,160,40
strike,11,object_0_restitution,1,-0.4073437452316284,160,40
strike,11,object_0_restitution,2,-0.8191592693328857,160,40
strike,11,object_0_restitution,3,-1.2072129249572754,160,40
strike,11,object_0_restitution,4,-1.6421308517456055,160,40
strike,12,object_0_mass,0,-1.2718451023101807,160,40
strike,12,object_0_mass,1,-2.932448148727417,160,40
strike,12,object_0_mass,2,-0.9850283861160278,160,40
