task,layer,r2_self,r2_persist,r2_self_delta,ee_pos_next,ee_vel_next,ee_acc_next,obj_vel_next
push,0,0.9501049635991419,0.9276611009170338,0.022443862682108073,0.5728958944941085,0.19944445793113308,-0.016192929971500902,-0.15909941942309347
push,1,0.6865008725027338,0.56610683229724,0.12039404020549382,0.8537198986689883,0.5940157081249964,0.01860263465199985,-0.0015887504188367707
push,2,0.49603143911975756,0.32115436524069063,0.17487707387906692,0.7898345922831734,0.7056909188526469,0.07886294347256229,0.2776147978953968
push,3,0.5600021975796994,0.42432375040433,0.13567844717536937,0.8634617701476227,0.7385439913554758,0.07854991909516074,0.2993455655175208
push,4,0.4335595795656001,0.22966867644005107,0.20389090312554903,0.8777713073210544,0.7910086900935493,0.0793650490490303,0.34881412043269155
push,5,0.5099093240492514,0.34845052100108864,0.16145880304816274,0.9088641792948251,0.8040384872693193,0.08173665602913216,0.3943778665337616
push,6,0.5250811356515243,0.3537750694997801,0.17130606615174415,0.937786931596187,0.8184836335590261,0.07980050878021339,0.45981890370908285
push,7,0.5729341196940787,0.4561502704878784,0.11678384920620033,0.9456648474028617,0.8255795539678377,0.07129818768535578,0.5162162960090939
push,8,0.6505820355794589,0.5606070782028256,0.0899749573766333,0.9484523608771205,0.8125763112222782,0.04846821611387997,0.5311862141654187
push,9,0.7185318679479531,0.6590573151885155,0.05947455275943758,0.9352964592708284,0.8387785776681,0.0715493912560452,0.6005108033355595
push,10,0.7132773369224532,0.6548315711542156,0.05844576576823757,0.9563816981464397,0.8325094234958608,0.06457560217235314,0.591380089150717
push,11,0.7139119441791761,0.658808186293576,0.05510375788560018,0.9670125818620205,0.8343345516245151,0.06415371286215577,0.5980348021369112
push,12,0.7403918397907692,0.6900826355521852,0.05030920423858398,0.9556183359636548,0.8082945756940798,0.05430832217626946,0.612050845130796
push,13,0.7257007082442888,0.6666983141562886,0.05900239408800023,0.9697489329515945,0.8205367325799923,0.08543293714070443,0.6514881741720879
push,14,0.7111076390601172,0.6590081614727756,0.05209947758734157,0.9712683948658556,0.8243023604771371,0.08632114632462251,0.5995070090917292
push,15,0.6939338375642707,0.6360254707763249,0.057908366787945864,0.973863788252475,0.8471660374120273,0.10255679799181916,0.6402394541327631
push,16,0.6985433564208465,0.6448354310810203,0.05370792533982627,0.9757564216496216,0.8850657622379636,0.1155130317757943,0.7003897821618952
push,17,0.7028511545402862,0.6564170541883291,0.046434100351957164,0.9724323687460346,0.8769263555522477,0.11054726291142647,0.6995668677043549
push,18,0.7153808033457042,0.6681363096495294,0.04724449369617478,0.9754956321219981,0.8928504041556056,0.09770371388245036,0.7205903786321801
push,19,0.7225129373591281,0.6895840902198067,0.03292884713932143,0.9787252910735362,0.8904958206109324,0.09328498376625838,0.7013904272473136
push,20,0.7374886804536449,0.7084903380740828,0.028998342379562114,0.9758151744672874,0.8946144893552832,0.09651796065321794,0.70971239818747
push,21,0.7559674488088952,0.7322134731367602,0.023753975672134997,0.9773357154136879,0.8822749258996312,0.06501608798538272,0.7026311464560482
push,22,0.7769851081022237,0.7619243817361765,0.015060726366047161,0.9796098121664951,0.8953196435601056,-0.0131931632822202,0.7245359542860363
push,23,0.7927378734787316,0.7850399340030437,0.007697939475687865,0.9721647715316055,0.8915193961058832,0.06253229885846645,0.7086614649786597
strike,0,0.8593143483552227,0.8065646726343272,0.052749675720895506,0.7312595897547318,-0.2431233072558896,0.02049552627973039,-0.6801306410663315
strike,1,0.5215188855246977,0.31548643188518255,0.20603245363951517,0.8550825431250013,0.292162296389168,0.02336593407743004,-0.46571280404126036
strike,2,0.46657758336265054,0.20208618530542455,0.264491398057226,0.8336729419190178,0.6004369806494891,0.11857909712019443,0.17756214576601614
strike,3,0.4952940977189728,0.29004884604378756,0.20524525167518526,0.8965750664764232,0.6261679181328024,0.13086298478165104,0.18951172804873861
strike,4,0.45004227168751265,0.22570226914652758,0.22434000254098507,0.9239554693993424,0.6816369736290024,0.1450593915027013,0.2396772505116035
strike,5,0.5621511344401988,0.4099895073589237,0.15216162708127512,0.9277551089804736,0.6536919800314778,0.155964454447593,0.2735706787676583
strike,6,0.5005103019912611,0.25777679056945635,0.24273351142180477,0.9436190632227606,0.6925938778087352,0.16496462988760363,0.27853297267336063
strike,7,0.5693452772005341,0.39074941546539566,0.17859586173513842,0.9528264508418561,0.745228411967491,0.14726405333650727,0.329521327192731
strike,8,0.600711481279437,0.4718191562108628,0.12889232506857418,0.9572589739137173,0.7418432956066494,0.16693228478629862,0.2045785212876189
strike,9,0.6255771084132558,0.5507527964203212,0.0748243119929346,0.9574212941209366,0.7881833576992806,0.12891273668752468,0.27486419722090205
strike,10,0.6250766416156519,0.5509813795816951,0.07409526203395678,0.9539377501938118,0.7733908993376807,0.16376133092942236,0.29672354368722864
strike,11,0.6115123555601536,0.5314630540161687,0.08004930154398493,0.9563878451639686,0.7628768658764367,0.1644363376563377,0.36010213334699825
strike,12,0.6377319058507672,0.5776076603096126,0.060124245541154586,0.9632297353093295,0.7461763635398196,0.15745886720631774,0.3400926500880411
strike,13,0.6234921996956344,0.5555584196750012,0.06793378002063322,0.9659506551677426,0.7885590169296359,0.15777750605250895,0.43037342022137415
strike,14,0.6071036192733643,0.5375903120631935,0.0695133072101708,0.9749591410590426,0.7967562155473735,0.17795765190266677,0.329140644842312
strike,15,0.5879729459996021,0.5103057877803471,0.07766715821925507,0.976395993095377,0.8208855674122124,0.18243926097053154,0.35606402262077574
strike,16,0.5870138928855074,0.5155108254008449,0.07150306748466251,0.9798564329042431,0.876850091496868,0.19322719241275987,0.34568043348731603
strike,17,0.6002505832168243,0.534552222440307,0.06569836077651736,0.9785804427872682,0.8592453389995011,0.22352892350661202,0.41985612872511513
strike,18,0.5983254599972272,0.5547090780348245,0.043616381962402695,0.9841622882189698,0.8661652404568618,0.18786015150265323,0.38108843090694167
strike,19,0.6253879633653927,0.579737440464507,0.04565052290088567,0.9846118188922068,0.8526625640452049,0.19712940355712782,0.41608194617334604
strike,20,0.6458774376367906,0.6060031708650923,0.03987426677169836,0.9817821356242658,0.8712534475867902,0.19434980268572433,0.3856539634131776
strike,21,0.654393500103897,0.6226421040830652,0.03175139602083177,0.9851093084194151,0.882786920358087,0.18479166627365606,0.4229838176201416
strike,22,0.6553563878249147,0.6453198584724735,0.010036529352441148,0.9858795968996668,0.8755638978781033,0.2412705732566658,0.47609653803106855
strike,23,0.6883037934670037,0.678958888773034,0.009344904693969647,0.9820949854117454,0.8764041344417179,0.12716433892814916,0.3524711518683247
reach,0,0.9260617225871797,0.9308284377627802,-0.004766715175600567,-0.4066973918889871,-0.3677980375511305,-0.03537085620921099,
reach,1,0.3465943118821251,0.5955243814148306,-0.24893006953270547,-0.07504394130221925,-0.19919147550860683,-0.059702710648032786,
reach,2,0.46266320652774406,0.3965004966353839,0.06616270989236017,0.25377138287562884,0.01110341589103303,-0.002602185872986107,
reach,3,0.5020425048954572,0.5054350745797678,-0.0033925696843105646,0.16021325620174232,-0.039816603489121194,0.010689438371466076,
reach,4,0.4043789495256397,0.2585066780726878,0.1458722714529519,0.5380357840937366,0.009374767899745784,0.027791633803126214,
reach,5,0.4812707108475496,0.36247323687220334,0.11879747397534623,0.5709812156351697,0.017933757632845326,0.02342719695375417,
reach,6,0.40759952717189996,0.25677865840497105,0.1508208687669289,0.6401125275305954,0.010400347343454852,0.03478244112259832,
reach,7,0.4199665221826626,0.35966118414301884,0.060305338039643774,0.6920912426297351,0.0005276267848732807,-0.007060136497866187,
reach,8,0.4530519432432044,0.43060001008016646,0.02245193316303795,0.8040818603349004,-0.013158739568069011,-0.013939080458622799,
reach,9,0.5848676656513689,0.5648763939999006,0.0199912716514683,0.740870033400556,-0.028903553190262832,0.01733513532894393,
reach,10,0.5612201889770486,0.5594716673793387,0.0017485215977098845,0.7493344632780501,-0.02885253451742864,-0.006043615654083068,
reach,11,0.5261366627277364,0.5315107158869581,-0.005374053159221681,0.7000184308471633,-0.03293272684741333,-0.005755473454180038,
reach,12,0.5154452393560089,0.5487182595567773,-0.03327302020076839,0.7304677343764265,-0.0677012582523564,-0.0719062583518435,
reach,13,0.5204292957419223,0.5253719585014478,-0.004942662759525485,0.7506775187209024,-0.027405703957035454,0.009285349761866124,
reach,14,0.4967456349022057,0.5004333661322784,-0.0036877312300727105,0.8331081431905396,-0.029674906934304746,0.04812588950372365,
reach,15,0.490444385260542,0.49137316854353363,-0.0009287832829916187,0.8319596734622806,-0.042787399984312025,0.008817089895836516,
reach,16,0.4887347852995786,0.4813775467407839,0.007357238558794665,0.8447381587408361,-0.02571957152644333,0.05730060433085482,
reach,17,0.4908634276711744,0.49285615839866814,-0.00199273072749373,0.8279586112532034,-0.005825586246198222,0.0729193242531816,
reach,18,0.4956638960616532,0.519386293927358,-0.023722397865704847,0.818462268246955,0.0029733994887033433,0.08255055214202978,
reach,19,0.4997330069864826,0.5404505243177941,-0.04071751733131146,0.8609471122359704,0.0013648362647674661,0.012382897604949483,
reach,20,0.524785984291015,0.5550944094195911,-0.030308425128576122,0.8656860049960082,-0.007160227786226159,-0.020339092620020205,
reach,21,0.5100807261262816,0.5744383469542582,-0.06435762082797658,0.8319912114473117,0.01595062364253952,0.002903072971685794,
reach,22,0.5173919748290583,0.5936331675651298,-0.07624119273607155,0.8531217101254437,0.012947636794251038,-0.06071477845488671,
reach,23,0.5496750286862822,0.6342843237211473,-0.08460929503486514,0.8051036545194226,0.02250825843074955,-0.16936818853298452,
drawer,0,0.9444307010744311,0.8751457785149879,0.06928492255944319,0.8883740887701704,0.1558450870446353,0.0068250849813225045,0.6268427252835307
drawer,1,0.5442723974467969,0.18099194366579574,0.36328045378100116,0.9090312570811419,0.19656383864466176,0.015609984164573154,0.7295331871774969
drawer,2,0.5503490787551705,0.31933960958391916,0.2310094691712513,0.8965299519861885,0.186706718762649,0.015225706870077405,0.695484793676159
drawer,3,0.5561720543187201,0.26659556093440495,0.2895764933843151,0.9104306836144402,0.1898718767746368,0.01981685984606496,0.6980587560679505
drawer,4,0.3966001690491847,0.044051550948082774,0.35254861810110194,0.9352515208630573,0.22040941347831744,0.044527170806453964,0.7389457574898781
drawer,5,0.43175742817271456,0.12131601818412596,0.3104414099885886,0.9485720836427972,0.2527348371653607,0.10744128963460031,0.7444780545887524
drawer,6,0.45186681624872105,0.1587365650858279,0.29313025116289315,0.9486544186069863,0.2990207784101532,0.17397866300322318,0.7811441900723057
drawer,7,0.4938153457532415,0.25302974130969424,0.24078560444354724,0.9555066857335931,0.3515001636940087,0.2455437443659345,0.7945572991164835
drawer,8,0.5514978725546442,0.37405952438400303,0.1774383481706412,0.9576969827116543,0.3265197782939421,0.2037600732688708,0.7887360983495817
drawer,9,0.5997848146447654,0.4756080243050933,0.1241767903396721,0.9586166728672945,0.28501017537247686,0.17108905786415474,0.7558533659303277
drawer,10,0.5976041441243625,0.4715672484663934,0.12603689565796905,0.9581774799197769,0.27815781249568583,0.16961095126243098,0.750973585934495
drawer,11,0.612050485958783,0.4989976400562298,0.11305284590255316,0.9625726863800992,0.303564269709089,0.1760832216527446,0.7812753345759815
drawer,12,0.5933074463831834,0.471390693612587,0.12191675277059644,0.9631872065816013,0.3336482221088687,0.1903810589721543,0.7691845356776897
drawer,13,0.5810708362839727,0.4563997716433703,0.1246710646406024,0.9648450732608516,0.3590586096780668,0.21091811851431996,0.7908164267794899
drawer,14,0.5585413102732518,0.4368935765458556,0.12164773372739623,0.9654314712306936,0.32107899738960766,0.18356446011441852,0.7696831095870187
drawer,15,0.5427356445450686,0.4269731427762842,0.11576250176878444,0.9692288302200279,0.3231418499398667,0.19883059615818777,0.7839508434155456
drawer,16,0.5330011412585518,0.4115455484871675,0.12145559277138429,0.9693821446824861,0.3398513326986705,0.18444413488773503,0.8066617522515351
drawer,17,0.5384136265538184,0.42919940717732896,0.10921421937648945,0.9687113857167687,0.35561593667920743,0.2081066497584657,0.8459213046390114
drawer,18,0.5326912988021149,0.4299631460182214,0.10272815278389347,0.9689138492573169,0.3677288152229278,0.2397518849601873,0.8448571483759295
drawer,19,0.5196170663905191,0.41317464693780925,0.10644241945270982,0.9707851986958639,0.35468901006659836,0.24765935098767267,0.8501807604477402
drawer,20,0.5160750255204345,0.4077356918468288,0.10833933367360571,0.9709172099053187,0.382652641740847,0.2453440802883361,0.8400729341611587
drawer,21,0.5082695532555708,0.399942374151414,0.10832717910415679,0.9741733192314701,0.3830695781326062,0.25383668855446095,0.831276372519995
drawer,22,0.49031618966395674,0.3750052302928718,0.11531095937108493,0.976387649333639,0.39352384653086725,0.28375339645087894,0.8423687886127673
drawer,23,0.4775921210774936,0.35857120342212756,0.11902091765536604,0.9730471334187756,0.38941625293475524,0.2651179491120793,0.8495401352968359
peg_insert,0,0.9691424279601799,0.9599497560609872,0.009192671899192706,-0.07773743778075781,-0.008481671848595829,-0.06398126859293196,-0.0044987903439157595
peg_insert,1,0.7497188481464208,0.6920094774417963,0.05770937070462445,0.5799977514469892,0.029124734791583284,-0.0025740508871647805,-0.014152524838023872
peg_insert,2,0.6428733351594652,0.5081726809560559,0.13470065420340926,0.7748534834637737,0.15657910366383554,0.04640799495313508,0.036059780320268686
peg_insert,3,0.6626993299450248,0.57744090426472,0.08525842568030484,0.7600315241233884,0.11426285672390302,0.04006581790831487,0.001178656830423841
peg_insert,4,0.4654704435673529,0.4090115972514582,0.056458846315894706,0.797184981588185,0.17297312090303885,0.054373655105533714,0.041536397759802446
peg_insert,5,0.5247883444262145,0.5206450382393946,0.004143306186819906,0.87193573612937,0.13259868597938484,0.06660693627960668,0.03232588726179808
peg_insert,6,0.5596885604141257,0.5454768444928101,0.014211715921315649,0.9003767343538178,0.12902924538430416,0.09785436854353391,0.05319450100778411
peg_insert,7,0.6063962237657332,0.6017709111445673,0.0046253126211659445,0.9073762990664723,0.3689122592144194,0.09004815138497346,0.12314924910260472
peg_insert,8,0.6324751958186001,0.6393970679060057,-0.006921872087405578,0.8919777134359892,0.24155396200114343,0.1134757883769012,0.06749961244664193
peg_insert,9,0.5928013090136198,0.5987589474013855,-0.00595763838776564,0.908185389878063,0.3494087808382643,0.057404569574500575,0.08699793254043053
peg_insert,10,0.5990021855761036,0.6019080950863582,-0.0029059095102546006,0.9122682612656298,0.33487913603568,0.07884381166017818,0.11078368461354593
peg_insert,11,0.6095734521937564,0.6250086274501958,-0.015435175256439448,0.9318898229301595,0.3433321610701414,0.1186212943358449,0.10535366030106219
peg_insert,12,0.6502863383251734,0.6581856322631207,-0.007899293937947305,0.9302983197612904,0.24583130515975982,0.06962047875049726,0.0449522318329465
peg_insert,13,0.6466234838323948,0.6651367290249983,-0.018513245192603556,0.9113666210422688,0.4153644784111534,0.06402469858854143,0.11258557362305532
peg_insert,14,0.6297755142867778,0.6494795928603048,-0.019704078573526962,0.9062444317799253,0.4290155042234637,0.06639967037152394,0.13293192005790855
peg_insert,15,0.6206243226936721,0.6390759064081692,-0.018451583714497177,0.925167675310429,0.48654379587095165,0.06373376754029814,0.1498981826267134
peg_insert,16,0.6162546592831578,0.6339998155112934,-0.01774515622813555,0.9356874414978817,0.5435764742086175,0.1100268477243398,0.16768630709930188
peg_insert,17,0.6384366202172724,0.6532271177911328,-0.014790497573860417,0.9340914310524654,0.5154375219838179,0.13138621855449417,0.16982173375523202
peg_insert,18,0.634356274713173,0.6577018976593929,-0.02334562294621989,0.9462659317201857,0.5120682015656473,0.1116758896336858,0.16755729206622227
peg_insert,19,0.6403335926168592,0.659328433852361,-0.01899484123550177,0.9396267087432292,0.5317350308746859,0.15678857250016387,0.16903829350259092
peg_insert,20,0.6440674912764055,0.6668275198252493,-0.022760028548843847,0.9332389825519141,0.4895512463736449,0.13225671540062778,0.13493534594917755
peg_insert,21,0.65468350960382,0.6853298322338286,-0.03064632263000855,0.9383202318746653,0.45526670657462687,0.013713295539127368,0.13128466051557364
peg_insert,22,0.6695496482301895,0.6892335754742871,-0.01968392724409762,0.9372116128894066,0.5197895972480683,0.0989772585571208,0.1627542713858794
peg_insert,23,0.6701469772923518,0.6915651787579968,-0.021418201465644993,0.9419349659629147,0.5317526148995408,0.10969997461111103,0.1458395519727994
nut_thread,0,0.9581816878268259,0.9399705941530875,0.01821109367373841,-0.3468487825812425,-0.08439720809423701,-0.005193434024118648,-0.13834264410173747
nut_thread,1,0.8672176650607857,0.8474732683914715,0.019744396669314157,0.3329355864130308,-0.08545417104451092,-0.01530062472578786,-0.14593330514762792
nut_thread,2,0.7419666682779946,0.6855476426792841,0.05641902559871048,0.42071185237627795,-0.03492169837398151,-0.007532719027840695,-0.1342844412906279
nut_thread,3,0.7342072772414278,0.7463871845373606,-0.012179907295932879,0.6778564688090631,-0.08299959889126463,-0.02723716297961598,-0.1899798552104266
nut_thread,4,0.4243804652980181,0.32993190731756783,0.09444855798045027,0.7947724272941197,-0.090781206739877,-0.029673311845272554,-0.08168088986838562
nut_thread,5,0.4827447862723565,0.4365040385203929,0.04624074775196363,0.7815644160922952,-0.15765810251742818,-0.020104177916588917,-0.11631201946123815
nut_thread,6,0.4872826986367923,0.4697190090613146,0.017563689575477714,0.8396582777123872,-0.1444603391967756,-0.03382110123837401,-0.10298668311196768
nut_thread,7,0.5416741292047256,0.5601191483772041,-0.01844501917247854,0.8159518346567227,-0.1286966939614318,-0.03807750245788566,-0.13342198560725183
nut_thread,8,0.6256510287126749,0.6432392789504315,-0.017588250237756675,0.8617468175263711,-0.14264291947111163,-0.059028064370592714,-0.15483531924512284
nut_thread,9,0.6651644803410055,0.6710512133565589,-0.005886733015553425,0.881855568777463,-0.05533216631206739,-0.04797004647958669,-0.11086493093465322
nut_thread,10,0.6457280087469313,0.658319777115871,-0.012591768368939715,0.9080378157080299,-0.039360654895059355,-0.03797442354377667,-0.08074897466688546
nut_thread,11,0.6410817143793679,0.6541722625226551,-0.01309054814328725,0.921141979448795,-0.08493252648360072,-0.03358902209499015,-0.09294993506651994
nut_thread,12,0.6458810444631911,0.6556382211935419,-0.009757176730350814,0.9009530976745453,-0.11671446202276692,-0.035457706379812715,-0.13321193149432786
nut_thread,13,0.6405898962834133,0.6404221382437216,0.0001677580396917122,0.9297647025217444,-0.07359500356192661,-0.019786528115830704,-0.07418124211652843
nut_thread,14,0.6112536026875726,0.6087880504897111,0.002465552197861487,0.9213579924707271,-0.08638495094624998,-0.03494670782178089,-0.06890338500361892
nut_thread,15,0.5963071558408567,0.591984929443246,0.004322226397610707,0.9159201723425718,-0.06732423381154962,-0.029528546605604777,-0.0903707934856437
nut_thread,16,0.5889212275634657,0.5818286952795233,0.007092532283942354,0.915840910497719,-0.05114869448051329,-0.05687204761269116,-0.09608840855650191
nut_thread,17,0.6036348636055873,0.6045369829655025,-0.0009021193599152433,0.9161786647436972,-0.08849287955361662,-0.06021604885569931,-0.0894815288654478
nut_thread,18,0.6027316153656441,0.6037391305212576,-0.001007515155613481,0.9189930864924273,-0.06621941246168883,-0.01832371705531255,-0.12305461939494311
nut_thread,19,0.6120729799901554,0.6146025115986851,-0.002529531608529645,0.9295001445238517,-0.04529977433250987,-0.03341431849423926,-0.11205617690283431
nut_thread,20,0.6087089370473436,0.6121190620038498,-0.0034101249565061664,0.9325186450687342,-0.07101100982182773,-0.017007414480803895,-0.09020346611577623
nut_thread,21,0.6221104872708711,0.6232044161453704,-0.001093928874499217,0.9378859153873602,-0.0381345682770724,-0.04507633334593275,-0.06646757984062623
nut_thread,22,0.6282492574908769,0.6265789281413383,0.0016703293495385907,0.9450713698014638,-0.02571297463994493,-0.021745709623775422,-0.08453185274332475
nut_thread,23,0.6331050772807634,0.6341838661729932,-0.0010787888922297872,0.9357143660886955,-0.07610822924248595,-0.03377782325311207,-0.08911244901366033
