task,layer,slot,path_length_mean,mean_speed_mean,tortuosity_mean
push,0,0,158.74668680826824,0.7144053389628728,102.0783060773965
push,0,1,157.5078094482422,0.7092366387446721,97.57334056493704
push,0,2,156.32530568440754,0.7042895744244257,88.31425831682652
push,0,3,154.94699274698894,0.6983867754538854,78.04332819076093
push,0,4,153.51337738037108,0.6922371437152227,70.02313324729579
push,0,5,152.0790822347005,0.6861541251341502,65.22195249622365
push,0,6,150.65567525227866,0.6801291366418203,67.1240977546406
push,0,7,149.3043655395508,0.6744811137517294,70.9757291826773
push,1,0,292.19100189208984,1.3159846067428589,115.52689769622005
push,1,1,292.0465911865234,1.315609061717987,110.68128993619425
push,1,2,291.57275238037107,1.3137977798779805,106.7340407241925
push,1,3,291.01329142252604,1.3115580161412557,98.87332746603019
push,1,4,290.15868275960287,1.3080567081769308,92.23298216913322
push,1,5,289.26697794596356,1.3042677104473115,89.67222697168611
push,1,6,288.0993296305339,1.299320407708486,92.77358400304038
push,1,7,286.70328521728516,1.293239982922872,94.88244435140501
push,2,0,419.29923146565756,1.885124397277832,45.39071122270166
push,2,1,423.2502243041992,1.903378148873647,45.83826833272635
push,2,2,426.13359018961586,1.9166616916656494,45.72402256098287
push,2,3,421.9015380859375,1.897788151105245,45.67799300219865
push,2,4,417.8698008219401,1.8794973572095235,45.16408389569134
push,2,5,419.8534164428711,1.8885312000910441,45.32177301559004
push,2,6,417.04771779378257,1.875634753704071,45.3498893781646
push,2,7,411.75853627522787,1.8517529686292014,45.37232035828696
push,3,0,401.04991861979164,1.7996517499287923,37.2906816927997
push,3,1,405.31550750732424,1.8178207317988078,34.44664004630213
push,3,2,396.0342290242513,1.7770304361979166,34.693306717683114
push,3,3,389.97037200927736,1.7503632187843323,36.0182239301896
push,3,4,381.36885732014974,1.7120682795842488,40.14612297255624
push,3,5,372.8472147623698,1.674106482664744,42.103698820575794
push,3,6,379.6244669596354,1.7039912978808085,37.10949755230675
push,3,7,372.1639958699544,1.6710816383361817,40.05502739989108
push,4,0,445.65076243082683,1.990855618317922,29.969681090662878
push,4,1,465.9120091756185,2.079476086298625,30.29301562085976
push,4,2,473.42285817464193,2.11248410542806,30.16398209272619
push,4,3,458.19770965576174,2.045292592048645,31.28464239781492
push,4,4,451.38281504313153,2.0151588400204976,32.53854941940475
push,4,5,463.43289235432945,2.0676953275998433,32.42852930978576
push,4,6,463.6485544840495,2.0696885148684183,32.72803409165254
push,4,7,464.59820048014325,2.0739758968353272,32.38227790189903
push,5,0,434.3557286580404,1.938031514485677,27.576441672353496
push,5,1,453.5306457519531,2.0230491956075034,29.342401305449503
push,5,2,451.6337036132812,2.0143059810002644,28.444395803320777
push,5,3,449.73033854166664,2.005207149187724,30.02390403771459
push,5,4,451.91983184814455,2.0153934876124064,30.72010010025377
push,5,5,459.5697514851888,2.048574682076772,32.1759610475704
push,5,6,452.8417734781901,2.019408949216207,30.273894852203515
push,5,7,478.39338938395184,2.1322266101837157,26.51203870304747
push,6,0,613.0913782755534,2.7234535296758016,36.29227363293651
push,6,1,575.9255335489909,2.557491437594096,34.95992379966398
push,6,2,611.1415995279948,2.7130186319351197,34.80390148378357
push,6,3,611.1629130045573,2.7148592948913572,36.86109198628264
push,6,4,602.5106216430664,2.675286563237508,40.50651074263727
push,6,5,599.8863805135092,2.6620800733566283,41.80081961654374
push,6,6,618.5722076416016,2.7465316534042357,38.75308744470371
push,6,7,680.3148122151692,3.016813286145528,35.26893866211328
push,7,0,559.6001958211262,2.486324755350749,36.37848597744161
push,7,1,532.3932266235352,2.364686147371928,35.32574086674405
push,7,2,579.2889216105143,2.5722989519437154,35.77899756685935
push,7,3,579.5201532999674,2.574318512280782,38.97724016817393
push,7,4,572.9314168294271,2.544583173592885,40.7024928289518
push,7,5,571.0227462768555,2.535271151860555,43.47094245987696
push,7,6,573.5324132283529,2.547201708952586,38.79031784558519
push,7,7,643.3510487874349,2.8529620885849,35.13867915000957
push,8,0,686.6159413655599,3.0461284081141153,41.4366790155793
push,8,1,610.382937113444,2.7097731590270997,39.03117534990568
push,8,2,683.0085484822591,3.0347013155619305,40.30391089718733
push,8,3,763.0523712158204,3.385220249493917,47.21123491741126
push,8,4,715.2299321492513,3.173034087816874,48.07971052762362
push,8,5,708.5348587036133,3.1445983330408733,51.152425939418755
push,8,6,705.5445887247721,3.1321078379948935,45.12472505264429
push,8,7,864.4751505533854,3.832349960009257,42.760397165513815
push,9,0,790.1364191691081,3.5063287178675333,43.24762423558058
push,9,1,716.8873275756836,3.183919580777486,42.894292690536425
push,9,2,799.376963297526,3.552552509307861,42.58010619979606
push,9,3,876.4373240152995,3.8898804267247518,48.058646519247795
push,9,4,846.5145202636719,3.7571478684743247,49.821491006033135
push,9,5,826.0207946777343,3.6672229051589964,50.297702302645725
push,9,6,850.5607727050781,3.776959760983785,47.669605860724296
push,9,7,1006.881396484375,4.464147289594014,41.510244177178066
push,10,0,721.6965723673503,3.2066901842753093,42.65407123718849
push,10,1,696.9308141072592,3.0991536140441895,49.6330664425623
push,10,2,783.8423736572265,3.488933722178141,47.038630428895345
push,10,3,837.3916234334309,3.721223012606303,54.793286584093714
push,10,4,830.6269348144531,3.690856862068176,53.761440953491544
push,10,5,805.4990041097005,3.578224301338196,54.08818795175251
push,10,6,825.1429392496744,3.6682316382726032,51.984343919062425
push,10,7,969.0251597086589,4.299215038617452,42.796481961771605
push,11,0,628.9505126953125,2.795888090133667,42.174067657381975
push,11,1,653.6935440063477,2.9055622100830076,53.14752731642863
push,11,2,707.2660736083984,3.149155608812968,46.77313656526732
push,11,3,754.906037902832,3.355653977394104,58.61192305158955
push,11,4,944.74788869222,4.1841078996658325,57.45397262479979
push,11,5,764.8749532063802,3.395813234647115,60.64932229723377
push,11,6,746.1327061971028,3.3176167249679565,52.90231409266753
push,11,7,927.1254048665364,4.1088251829147335,45.73137179726534
push,12,0,712.3562637329102,3.1688918828964234,48.289811329184
push,12,1,708.8720464070637,3.150789658228556,59.72180109395682
push,12,2,854.4966827392578,3.80106463432312,53.04987596440834
push,12,3,881.5736989339192,3.91953444480896,68.21556449148319
push,12,4,1041.25187886556,4.612729064623514,60.92764265354014
push,12,5,869.4275258382162,3.8582353432973227,67.71843494130528
push,12,6,875.7982635498047,3.8931159178415933,61.13864110342973
push,12,7,1103.4924733479818,4.891815384229024,54.13405117250739
push,13,0,660.6024139404296,2.938871908187866,48.6095590672428
push,13,1,689.1762171427409,3.063240623474121,59.10068132477321
push,13,2,796.6901041666666,3.543388923009237,53.700883116702656
push,13,3,818.0496444702148,3.6366836865743,69.57092626676722
push,13,4,975.1938120524088,4.319091359774272,61.72187569385251
push,13,5,830.0979680379231,3.683867311477661,71.81285630204141
push,13,6,828.1036092122396,3.681202538808187,64.19264514157793
push,13,7,964.9602452596029,4.277883497873942,53.24763370328188
push,14,0,568.725174967448,2.5307512601216633,45.9206021476745
push,14,1,593.6599202473958,2.6400975783665976,57.86951262033296
push,14,2,664.5095280965169,2.957006645202637,51.28453036691404
push,14,3,690.4578420003255,3.070294984181722,67.84982224381376
push,14,4,799.075857035319,3.54146990776062,61.29610816455314
push,14,5,702.1037099202474,3.117595354715983,69.65164118795272
push,14,6,687.7844385782878,3.0581989844640094,61.76503818933189
push,14,7,783.3066757202148,3.474451446533203,48.162825112484285
push,15,0,565.6460505167644,2.5185707330703737,44.32096417778363
push,15,1,594.8799835205078,2.647310400009155,56.43859685479374
push,15,2,649.6063359578451,2.8918448527654013,50.032929870448626
push,15,3,657.7169464111328,2.9258666197458902,61.48165569817445
push,15,4,760.6537806193033,3.3737849553426105,57.38898901479466
push,15,5,679.1000717163085,3.0176553249359133,63.19311893929852
push,15,6,640.8911636352539,2.8520467122395834,53.38684109891678
push,15,7,721.3798100789388,3.2037729024887085,42.915106904616444
push,16,0,552.4034932454427,2.4598191420237225,43.53205176792448
push,16,1,590.7794128417969,2.630241274833679,57.18287136900972
push,16,2,629.9553197224935,2.8058454990386963,49.807550176557896
push,16,3,668.7366475423177,2.9749345064163206,65.68347104267484
push,16,4,736.6513341267904,3.2698219935099284,59.019566733826316
push,16,5,689.5602803548177,3.0654953797658284,63.88418307644286
push,16,6,625.281635538737,2.7844131787618003,54.326214069853094
push,16,7,713.2823598225912,3.1709319909413654,43.495413371268405
push,17,0,552.7189376831054,2.461695599555969,41.705578770367865
push,17,1,579.1962320963542,2.579502296447754,56.80829533726167
push,17,2,638.5628255208334,2.8446605761845905,50.81695521225866
push,17,3,653.4085535685222,2.907743151982625,65.19907108396582
push,17,4,737.9746409098308,3.2775205771128335,60.39444550416059
push,17,5,684.1566177368164,3.042934282620748,65.20458319747388
push,17,6,624.726528930664,2.7827019770940145,53.65537284293187
push,17,7,687.2285130818685,3.056932481129964,40.76517242064304
push,18,0,585.044293721517,2.606801748275757,42.36332410552176
push,18,1,610.4133590698242,2.719280449549357,57.54162486153653
push,18,2,669.4027002970378,2.983322278658549,48.00923580764164
push,18,3,689.2615844726563,3.0683621088663737,65.80334448643806
push,18,4,794.4011688232422,3.52927459081014,62.43296181853452
push,18,5,733.0265614827474,3.2612234671910603,67.00756307781465
push,18,6,664.0695714314778,2.9590659459431965,55.3103777808434
push,18,7,704.2675069173177,3.1343193928400677,38.48477378667231
push,19,0,622.6749038696289,2.775143591562907,42.640012638266015
push,19,1,646.0566167195637,2.878775715827942,58.724162927317046
push,19,2,702.5884490966797,3.1320515155792235,47.587051989404614
push,19,3,734.4498402913412,3.2699302117029827,68.79514863634381
push,19,4,841.754734802246,3.7402660608291627,65.35057210823102
push,19,5,770.8504760742187,3.4302852074305217,66.39144917528566
push,19,6,691.6083658854167,3.0820192257563273,56.941110263388815
push,19,7,716.1839660644531,3.1877846002578734,37.78922253097226
push,20,0,698.8952011108398,3.115559943517049,41.28299807387361
push,20,1,720.296203104655,3.2101384003957114,56.82309139003209
push,20,2,781.1664286295573,3.482504399617513,46.0864689659646
push,20,3,811.6804250081381,3.6142988840738934,65.17507779806087
push,20,4,923.886860148112,4.106832544008891,63.65362889445361
push,20,5,851.7259826660156,3.7910155137379964,62.946026482802026
push,20,6,762.8250122070312,3.399702612559001,55.55937456788763
push,20,7,777.7797154744466,3.463161007563273,36.47403148627525
push,21,0,806.3924601236979,3.595998255411784,42.14046544133723
push,21,1,822.5797088623046,3.666981347401937,58.32347779886606
push,21,2,890.1591156005859,3.9695236682891846,47.46997343456176
push,21,3,924.0791798909505,4.116097704569499,66.33448727967229
push,21,4,1051.6823465983073,4.676823878288269,65.08016513476544
push,21,5,966.9079813639323,4.304971249898275,62.76956595020967
push,21,6,866.6402720133464,3.862709665298462,56.338215657872254
push,21,7,862.3499216715495,3.841047501564026,36.9028029692025
push,22,0,989.9782094319661,4.414771318435669,41.5917458382833
push,22,1,975.9451772054036,4.351676019032796,54.58492467365179
push,22,2,1052.8612396240235,4.695977433522542,45.768282704447905
push,22,3,1103.352835083008,4.9160889148712155,60.60209716845648
push,22,4,1253.1331715901692,5.574923308690389,59.69464150459145
push,22,5,1141.585433959961,5.083987919489543,56.319632775501326
push,22,6,1045.309274291992,4.660351705551148,53.37642080263942
push,22,7,1043.831108601888,4.650074450174968,35.69752349420836
push,23,0,1157.5557322184245,5.164157867431641,39.30058683589237
push,23,1,1141.7770782470702,5.09093648592631,48.87217541256097
push,23,2,1224.046283976237,5.460858186086019,42.25591654905306
push,23,3,1275.8598002115884,5.6881956895192465,50.92265663148726
push,23,4,1436.321859741211,6.39217472076416,54.31430086279872
push,23,5,1316.8307932535806,5.866006310780843,52.18486853940307
push,23,6,1218.6678639729819,5.435075775782267,47.216789665515485
push,23,7,1206.7324584960938,5.3767727216084795,34.762803314513675
strike,0,0,118.27794011433919,0.7180497924486796,75.85297042990265
strike,0,1,116.3697285970052,0.7064061651627223,63.070331218285936
strike,0,2,114.38148829142253,0.6941794822613399,56.201503379343954
strike,0,3,112.55362218221029,0.6830438772837321,59.08214743758444
strike,0,4,110.77832997639975,0.6721715241670608,60.193316386359406
strike,0,5,108.95982716878255,0.6610632230838139,54.744146723240796
strike,0,6,106.98394139607747,0.6488247523705165,53.34138175892911
strike,0,7,104.98409411112468,0.6364397337039311,47.686891662718686
strike,1,0,223.9210652669271,1.3401178280512491,37.67911239595487
strike,1,1,223.8450678507487,1.338920921087265,36.942247991465415
strike,1,2,223.43037923177084,1.3356730818748475,36.180419741790665
strike,1,3,223.325271097819,1.3341865042845409,36.21857711239167
strike,1,4,223.15740915934245,1.3329447825749716,36.22521387406353
strike,1,5,222.76421559651692,1.3306133369604747,35.78045121046496
strike,1,6,222.10128377278645,1.3262610733509064,35.739105564792496
strike,1,7,221.00237528483072,1.319618441661199,35.41398266586336
strike,2,0,260.27984212239585,1.5633372863133748,18.364753013410006
strike,2,1,262.67500661214194,1.5783837636311848,18.332016913370907
strike,2,2,265.01029103597006,1.5923938433329263,18.212161531848132
strike,2,3,262.33118642171223,1.5753496487935383,18.19724806270017
strike,2,4,260.34644826253253,1.5630607922871909,18.196264761875927
strike,2,5,261.77183837890624,1.5719262083371481,18.101642083147315
strike,2,6,259.8670811971029,1.5600371479988098,18.121281881264235
strike,2,7,256.7337163289388,1.540662403901418,18.100679194353575
strike,3,0,252.47307383219402,1.5087055246035257,16.298618652514953
strike,3,1,254.564800008138,1.5217397848765055,15.393225834367552
strike,3,2,249.68196818033854,1.49253800312678,15.10852019206299
strike,3,3,247.035400390625,1.4739837527275086,15.793956290266747
strike,3,4,242.3082717895508,1.4457550485928854,17.431485218640418
strike,3,5,239.0295893351237,1.4263087828954062,18.872230585344127
strike,3,6,240.06353708902995,1.4322257916132608,16.23670892919831
strike,3,7,236.93264719645182,1.4128267486890158,17.500408779266387
strike,4,0,285.1270711263021,1.6813405315081278,15.504174300720459
strike,4,1,299.14489491780597,1.7592840234438578,15.55789661209921
strike,4,2,312.81367848714194,1.8293315728505453,15.9247754311937
strike,4,3,302.01299438476565,1.7680821657180785,16.501361350651216
strike,4,4,295.3610549926758,1.7308463096618651,17.66381967914447
strike,4,5,307.18228302001955,1.795009442170461,18.46113661575956
strike,4,6,306.8648452758789,1.7943683544794717,18.15219724708691
strike,4,7,304.53426666259764,1.78225785891215,18.009184408163524
strike,5,0,290.017512512207,1.6936138272285461,15.126598578337772
strike,5,1,292.0143742879232,1.7128342549006144,15.305948564955603
strike,5,2,304.8584721883138,1.7769368886947632,15.447962272066075
strike,5,3,310.44959309895836,1.799536442756653,16.84644542953628
strike,5,4,309.11268717447916,1.7955500602722168,17.550192159566983
strike,5,5,310.509076944987,1.806608513991038,18.673321594623637
strike,5,6,315.24607950846354,1.8265812238057455,17.615199210536993
strike,5,7,330.5072458902995,1.9161934733390809,14.894392317663563
strike,6,0,547.5990895589192,3.0333250602086386,27.398163934078237
strike,6,1,498.2128936767578,2.77303520043691,24.609614263581975
strike,6,2,549.989247639974,3.042413862546285,25.468186149501285
strike,6,3,544.4078633626302,3.015033157666524,27.71999888286465
strike,6,4,545.6234252929687,3.0136511007944744,32.154198993426824
strike,6,5,544.8335144042969,3.00693736076355,33.49233978367673
strike,6,6,566.6097737630208,3.123893936475118,30.335815174920025
strike,6,7,640.0260437011718,3.5099320729573567,28.703933340757235
strike,7,0,499.63657836914064,2.7677807172139484,27.959693162719326
strike,7,1,464.6889363606771,2.5851457675298053,25.431170703430105
strike,7,2,515.0493957519532,2.8516082525253297,25.89196105910333
strike,7,3,520.6236440022786,2.8789143403371176,29.62307383730535
strike,7,4,517.5074066162109,2.8610795577367147,32.52036718737513
strike,7,5,514.3838490804036,2.8432898839314777,34.818511263863385
strike,7,6,521.7433787027995,2.8815484682718915,30.03835229586836
strike,7,7,606.3580556233724,3.32787017027537,28.709688487778987
strike,8,0,662.8311930338542,3.6123557090759277,34.7985619782442
strike,8,1,556.6420878092448,3.0699353218078613,29.361511557628692
strike,8,2,605.5077473958333,3.3475979646046956,29.305419511052186
strike,8,3,722.8893747965495,3.9408067067464194,38.7271632237599
strike,8,4,679.7442586263021,3.712109645207723,40.8796192624902
strike,8,5,657.9055887858073,3.611966101328532,42.81778487413897
strike,8,6,648.6002156575521,3.5631083567937214,36.00917492823383
strike,8,7,845.3757120768229,4.596065775553385,36.65430181037686
strike,9,0,720.7876993815104,3.969933557510376,37.18442047827021
strike,9,1,628.1309672037761,3.4891066789627074,33.774115516264835
strike,9,2,680.9921173095703,3.7884122371673583,31.89459103404475
strike,9,3,785.7851542154948,4.329984180132548,39.92703951942696
strike,9,4,768.340146891276,4.232366522153218,43.60009270648761
strike,9,5,731.5471394856771,4.053210361798604,42.28781588374758
strike,9,6,747.1095336914062,4.1412727038065595,38.60128274315458
strike,9,7,948.9773844401042,5.201747274398803,36.05150595529749
strike,10,0,638.5088968912761,3.5369701941808063,36.171184880913685
strike,10,1,596.219960530599,3.322850473721822,39.16703346523846
strike,10,2,650.397412109375,3.6357873996098835,34.24824512670839
strike,10,3,734.9578033447266,4.063204455375671,45.39927457691352
strike,10,4,727.4999114990235,4.02530132929484,46.27011609331661
strike,10,5,698.5791178385417,3.87655238310496,43.61720289935072
strike,10,6,707.3894083658854,3.9337487538655598,41.66901429956165
strike,10,7,897.2844665527343,4.919699875513713,35.787589936367894
strike,11,0,543.6835367838542,3.0269408305486043,35.25372191169587
strike,11,1,560.6388254801433,3.123604655265808,42.81148004761808
strike,11,2,576.6465677897136,3.233858021100362,32.71352889964147
strike,11,3,648.3140177408854,3.5981691042582193,47.18625024860428
strike,11,4,899.3761311848958,4.916893736521403,56.09517223203198
strike,11,5,666.2845092773438,3.695389978090922,49.00532517432438
strike,11,6,629.7043731689453,3.5075035254160563,41.75608447730907
strike,11,7,862.4438151041667,4.718278900782267,38.87845192497456
strike,12,0,589.2250274658203,3.3029417276382445,38.95086555164235
strike,12,1,600.090254720052,3.354593936602275,51.08748649644623
strike,12,2,688.8163055419922,3.8743701299031574,36.890400578267965
strike,12,3,736.5405314127604,4.104633911450704,56.26202892904098
strike,12,4,963.478281656901,5.287787548700968,59.48591323069877
strike,12,5,747.3580047607422,4.157693656285604,55.6435532915016
strike,12,6,723.3595865885417,4.042826048533121,49.23990935342508
strike,12,7,986.1082560221354,5.437895313898722,43.97201626136743
strike,13,0,540.8560750325521,3.040092929204305,38.60480850415944
strike,13,1,576.5536041259766,3.2324692964553834,49.79962750794859
strike,13,2,645.128721110026,3.6331571261088054,37.83582996494276
strike,13,3,677.8903259277344,3.786598817507426,56.51604252503048
strike,13,4,892.7383666992188,4.914392789204915,60.57979765757067
strike,13,5,706.794746907552,3.93848930199941,58.48365319985843
strike,13,6,678.7878387451171,3.8005271196365356,50.40920576713599
strike,13,7,853.4277201334636,4.712980047861735,42.50402730143308
strike,14,0,462.5312845865885,2.6068909962972007,36.06854567657491
strike,14,1,491.30629475911456,2.76150537331899,48.80576828525809
strike,14,2,537.8716400146484,3.0318237860997517,35.706644593070806
strike,14,3,569.8209645589193,3.1871048053105673,53.70526371730692
strike,14,4,718.7532307942708,3.967716097831726,59.641052238283535
strike,14,5,591.3267405192057,3.304568115870158,55.98752747095865
strike,14,6,561.5742075602213,3.1489726940790814,48.00751960643879
strike,14,7,682.9836547851562,3.782277568181356,37.63171277401425
strike,15,0,456.5343983968099,2.5841342926025392,35.281300292110814
strike,15,1,487.33339640299477,2.7484315554300944,48.387105623646455
strike,15,2,525.8839762369792,2.969252014160156,35.22607170814435
strike,15,3,539.278286743164,3.0275796095530194,50.19015445008846
strike,15,4,676.168246459961,3.744187521934509,55.71346037803376
strike,15,5,566.7238220214844,3.1770706176757812,50.567693839381256
strike,15,6,521.379384358724,2.933938217163086,41.68504769697284
strike,15,7,618.9350748697917,3.447251383463542,33.64985918798853
strike,16,0,448.7272918701172,2.538284929593404,35.90807399834403
strike,16,1,483.03057454427085,2.7261645078659056,49.65655899760146
strike,16,2,507.01296183268227,2.8664966821670532,34.81788171943262
strike,16,3,546.7664245605469,3.069951852162679,54.192983680481504
strike,16,4,647.6868062337239,3.595733865102132,56.56728878226577
strike,16,5,573.1064605712891,3.214602224032084,50.31774763182633
strike,16,6,509.1187815348307,2.869058044751485,43.186058131685485
strike,16,7,596.0908935546875,3.327880597114563,33.047320882425005
strike,17,0,448.22486470540366,2.5373128255208335,34.52558485995771
strike,17,1,472.4342549641927,2.6711317618687946,48.31102800556368
strike,17,2,512.8957143147786,2.9011398633321126,35.446019802338036
strike,17,3,533.1496459960938,2.9973190228144326,53.206984714121184
strike,17,4,645.3291717529297,3.5859637101491293,57.40970607916889
strike,17,5,567.1345937093099,3.183960549036662,51.30711101116421
strike,17,6,506.4687774658203,2.857308522860209,42.34652734090649
strike,17,7,573.9109690348307,3.2171948591868085,30.69234478680657
strike,18,0,471.7734069824219,2.6711650053660074,34.91908560008569
strike,18,1,496.1782206217448,2.806190768877665,48.45059899226322
strike,18,2,533.5464040120443,3.0224388440450034,32.652231628499436
strike,18,3,558.4654317220052,3.143145966529846,53.54097393322274
strike,18,4,693.2813995361328,3.8516064167022703,59.01358184877449
strike,18,5,602.025298055013,3.3813352584838867,52.8933426529793
strike,18,6,533.1626942952474,3.0122101147969564,42.9207432882115
strike,18,7,579.6595336914063,3.257772954305013,28.19177010019564
strike,19,0,500.25450134277344,2.8351106802622477,34.97504213605995
strike,19,1,523.3518961588542,2.962331255276998,49.08168444059153
strike,19,2,556.6219268798828,3.15678912003835,32.126068700128485
strike,19,3,596.4886993408203,3.3604132016499837,55.28958942224803
strike,19,4,732.9465759277343,4.074820828437805,61.020152405901676
strike,19,5,630.4692352294921,3.5450783093770344,51.14561314375081
strike,19,6,554.3762736002604,3.1362467368443805,43.916981123027306
strike,19,7,591.9765899658203,3.332779796918233,27.60541987152248
strike,20,0,559.140067545573,3.1710761388142905,33.66824530888787
strike,20,1,580.6056559244792,3.289470338821411,48.187684561417164
strike,20,2,616.1981506347656,3.497764539718628,31.421185877952105
strike,20,3,657.1895751953125,3.706340456008911,53.20999210944674
strike,20,4,798.0511352539063,4.443638134002685,59.27086577038806
strike,20,5,694.7128987630208,3.9089722474416098,49.02210490903796
strike,20,6,610.1058166503906,3.455143920580546,42.99167263251697
strike,20,7,640.7314615885417,3.6150235732396445,26.83372027289763
strike,21,0,641.6812733968098,3.640713620185852,34.65249344978021
strike,21,1,660.560215250651,3.745619010925293,50.859656667206785
strike,21,2,699.7507181803386,3.97754700978597,32.81684572047023
strike,21,3,745.186201985677,4.206713096300761,55.530627721504125
strike,21,4,902.0219543457031,5.029367367426555,61.283710580246115
strike,21,5,787.193428548177,4.432276439666748,49.96467984223849
strike,21,6,692.8246419270833,3.9245702187220255,44.2480543359598
strike,21,7,707.5563903808594,3.997058320045471,27.34711019207843
strike,22,0,779.850760904948,4.425859975814819,34.54923117710609
strike,22,1,776.4562154134114,4.4070769309997555,48.58235114614913
strike,22,2,818.8945048014323,4.662182299296061,32.922084470733324
strike,22,3,881.63408203125,4.9830717086792,50.824548213244796
strike,22,4,1064.798653157552,5.9443646430969235,56.151565694008355
strike,22,5,922.0693196614583,5.198334264755249,45.704946631073085
strike,22,6,829.1575663248698,4.703390280405681,42.214091056283316
strike,22,7,846.1846333821615,4.795154746373495,26.748556121893976
strike,23,0,912.875254313151,5.1821646372477215,33.59201253069634
strike,23,1,910.0430074055989,5.168940337498983,44.28504456501109
strike,23,2,953.4458760579427,5.42988953590393,31.77403923747421
strike,23,3,1015.9375427246093,5.748881069819133,45.98849895082938
strike,23,4,1219.5033671061199,6.8173473358154295,52.12306855065031
strike,23,5,1067.8518208821615,6.02145840326945,44.64430096279943
strike,23,6,965.6574503580729,5.478779856363932,40.37329042390673
strike,23,7,981.2797485351563,5.5610732714335125,26.91027164142662
reach,0,0,47.84463310241699,0.2044642428557078,28.163814717383115
reach,0,1,47.08435033162435,0.20121517181396484,28.98208099866194
reach,0,2,46.26227347056071,0.1977020248770714,28.175292421287295
reach,0,3,45.770487721761064,0.1956003745396932,28.229623500197746
reach,0,4,45.47272300720215,0.19432787547508876,28.667546556959863
reach,0,5,45.325208536783855,0.19369747440020244,27.24217776087956
reach,0,6,45.20428021748861,0.1931806869804859,26.139192605832275
reach,0,7,44.868764114379886,0.19174685453375181,25.843235522447095
reach,1,0,231.24974161783854,0.988246750831604,74.64645673311678
reach,1,1,230.2917221069336,0.9841526528199513,76.03017559903887
reach,1,2,229.3445622762044,0.9801049629847208,75.87996640098442
